error	run_time
1324350.0	0.0
1308584.0	0.001992464065551758
1300273.0	0.003981828689575195
1290567.0	0.0060656070709228516
1271061.0	0.00956869125366211
1258102.0	0.011610984802246094
1228840.0	0.01359868049621582
1228757.0	0.015724658966064453
1209246.0	0.017719745635986328
1197467.0	0.020710229873657227
1185528.0	0.02270793914794922
1182414.0	0.024717092514038086
1154366.0	0.026903867721557617
1136688.0	0.028899431228637695
1134176.0	0.03089761734008789
1129957.0	0.03288984298706055
1086047.0	0.034978628158569336
1074620.0	0.03697991371154785
1055773.0	0.03896927833557129
1022924.0	0.04096698760986328
998279.0	0.04295611381530762
980320.0	0.044454097747802734
971058.0	0.046454668045043945
957084.0	0.0484468936920166
939185.0	0.050436973571777344
929688.0	0.052430152893066406
906356.0	0.05393171310424805
904827.0	0.05614876747131348
894187.0	0.058136940002441406
891999.0	0.060129404067993164
887677.0	0.06212329864501953
876883.0	0.06463098526000977
872442.0	0.06662964820861816
862524.0	0.06862640380859375
862185.0	0.0706174373626709
856930.0	0.07260656356811523
846894.0	0.07462739944458008
841287.0	0.07604217529296875
837282.0	0.07802963256835938
833167.0	0.08002853393554688
832859.0	0.08202075958251953
827322.0	0.08453845977783203
821236.0	0.08653950691223145
817617.0	0.08953166007995605
816826.0	0.0915231704711914
804869.0	0.09402847290039062
803134.0	0.09644293785095215
802329.0	0.09843993186950684
794754.0	0.1004328727722168
791757.0	0.10242629051208496
789193.0	0.10493922233581543
787761.0	0.10693359375
785575.0	0.10792994499206543
784259.0	0.1104435920715332
782864.0	0.11243081092834473
778529.0	0.11494207382202148
777662.0	0.11693358421325684
766578.0	0.11893200874328613
765175.0	0.1209256649017334
762798.0	0.12291789054870605
762493.0	0.1253650188446045
762208.0	0.12735724449157715
761780.0	0.12935113906860352
759084.0	0.13134455680847168
753790.0	0.13487911224365234
753790.0	0.13687467575073242
753062.0	0.13886809349060059
752902.0	0.1408679485321045
750054.0	0.14285492897033691
750054.0	0.14435243606567383
749779.0	0.14635658264160156
748586.0	0.14834976196289062
748286.0	0.1503438949584961
748286.0	0.15134072303771973
746893.0	0.153839111328125
744932.0	0.1558692455291748
744932.0	0.15686583518981934
744728.0	0.15886282920837402
744037.0	0.1608569622039795
741916.0	0.16285085678100586
739892.0	0.16435861587524414
739866.0	0.1667776107788086
738998.0	0.16877031326293945
737021.0	0.17076468467712402
737021.0	0.17275238037109375
737011.0	0.1752634048461914
736974.0	0.17751359939575195
727619.0	0.1795063018798828
723816.0	0.18149995803833008
723664.0	0.18399882316589355
722607.0	0.18602228164672852
716944.0	0.18801665306091309
714611.0	0.19000959396362305
714447.0	0.192002534866333
714035.0	0.19451308250427246
714035.0	0.19678163528442383
713080.0	0.19877099990844727
713080.0	0.20076727867126465
713064.0	0.2027599811553955
713064.0	0.2049236297607422
710944.0	0.20693325996398926
708720.0	0.20943236351013184
702119.0	0.21146559715270996
702108.0	0.21245765686035156
701245.0	0.2149662971496582
700740.0	0.2181854248046875
700703.0	0.2201840877532959
700631.0	0.22217869758605957
700631.0	0.22469472885131836
700143.0	0.2267155647277832
700143.0	0.22870635986328125
700143.0	0.23070597648620605
700143.0	0.23269391059875488
700143.0	0.23470568656921387
700143.0	0.23604416847229004
700143.0	0.23804306983947754
699378.0	0.240037202835083
698260.0	0.24202990531921387
698260.0	0.24467182159423828
698260.0	0.24666666984558105
698163.0	0.24866080284118652
698163.0	0.2506594657897949
698163.0	0.25264739990234375
697889.0	0.25486111640930176
697889.0	0.2562868595123291
697889.0	0.2582821846008301
697889.0	0.26027488708496094
697793.0	0.2622687816619873
697793.0	0.26377058029174805
697793.0	0.26479578018188477
697665.0	0.2672097682952881
697665.0	0.26920342445373535
697515.0	0.2711975574493408
697515.0	0.27219367027282715
697441.0	0.27470922470092773
697438.0	0.27704334259033203
697324.0	0.2790365219116211
694654.0	0.28102970123291016
694654.0	0.2820277214050293
694571.0	0.2845418453216553
694571.0	0.28597235679626465
694571.0	0.28796863555908203
694571.0	0.289961576461792
694571.0	0.29195475578308105
694571.0	0.2929520606994629
694571.0	0.2954540252685547
694535.0	0.2969503402709961
694535.0	0.29894590377807617
694326.0	0.3009364604949951
694326.0	0.3029294013977051
694202.0	0.3044307231903076
694184.0	0.3076155185699463
694184.0	0.30960774421691895
694140.0	0.31170105934143066
694136.0	0.3136940002441406
694108.0	0.31517457962036133
694066.0	0.31817150115966797
694066.0	0.3191664218902588
694066.0	0.32116150856018066
694066.0	0.32366251945495605
694066.0	0.3246879577636719
694066.0	0.3266870975494385
694066.0	0.32868051528930664
694066.0	0.3306736946105957
694066.0	0.33266639709472656
694066.0	0.3336629867553711
694066.0	0.3359189033508301
694066.0	0.33791637420654297
694066.0	0.3399088382720947
694066.0	0.3419036865234375
694066.0	0.3444027900695801
694066.0	0.3464012145996094
694066.0	0.34839820861816406
694066.0	0.3503913879394531
694066.0	0.35138821601867676
694066.0	0.35388946533203125
694066.0	0.3559119701385498
694066.0	0.3579134941101074
694066.0	0.35989809036254883
694066.0	0.3618919849395752
694066.0	0.36388492584228516
694066.0	0.36539268493652344
694066.0	0.3673875331878662
694066.0	0.3693816661834717
694002.0	0.37137460708618164
694002.0	0.373873233795166
694002.0	0.37587952613830566
693924.0	0.37787532806396484
693924.0	0.3798685073852539
693924.0	0.38186192512512207
693924.0	0.38385701179504395
693924.0	0.38503527641296387
693924.0	0.3873562812805176
693924.0	0.39034605026245117
693924.0	0.3913426399230957
693924.0	0.3938412666320801
693924.0	0.39586663246154785
693924.0	0.3968660831451416
693924.0	0.39885902404785156
693924.0	0.40085768699645996
693924.0	0.4028451442718506
693924.0	0.4043443202972412
693924.0	0.40671730041503906
693924.0	0.40871095657348633
693924.0	0.40970826148986816
693924.0	0.4117448329925537
693924.0	0.413738489151001
693924.0	0.41611528396606445
693924.0	0.41711854934692383
693924.0	0.41910481452941895
693907.0	0.42110300064086914
693907.0	0.4235975742340088
693907.0	0.42461585998535156
693907.0	0.4286789894104004
693907.0	0.4316709041595459
693907.0	0.43365907669067383
693871.0	0.43610668182373047
693871.0	0.43810415267944336
693871.0	0.4400928020477295
693871.0	0.4420895576477051
693871.0	0.44359707832336426
693871.0	0.4456453323364258
693871.0	0.44764161109924316
693871.0	0.44963932037353516
693871.0	0.450636625289917
693871.0	0.45262932777404785
693871.0	0.4541316032409668
693871.0	0.4561278820037842
693871.0	0.45812273025512695
693871.0	0.4601161479949951
693871.0	0.46111392974853516
693871.0	0.4636116027832031
693871.0	0.46561765670776367
693871.0	0.46761298179626465
693871.0	0.4696061611175537
693871.0	0.47060275077819824
693871.0	0.4725959300994873
693871.0	0.4740941524505615
693871.0	0.4765610694885254
693871.0	0.47855472564697266
693871.0	0.4805488586425781
693871.0	0.4825446605682373
693871.0	0.48455214500427246
693871.0	0.4865427017211914
693871.0	0.48753929138183594
693871.0	0.4895334243774414
693854.0	0.4925222396850586
693854.0	0.4945411682128906
693854.0	0.49553656578063965
693854.0	0.4975438117980957
693850.0	0.5005354881286621
693850.0	0.5015273094177246
693850.0	0.50351881980896
693850.0	0.504885196685791
693850.0	0.5072526931762695
693850.0	0.5098216533660889
693850.0	0.5118043422698975
693850.0	0.5138030052185059
693850.0	0.5164570808410645
693850.0	0.5174498558044434
693850.0	0.5194423198699951
693850.0	0.5214357376098633
693850.0	0.5224325656890869
693850.0	0.5249955654144287
693850.0	0.526979923248291
693850.0	0.5289733409881592
693850.0	0.5309662818908691
693850.0	0.5319633483886719
693850.0	0.5339562892913818
693850.0	0.5357286930084229
693850.0	0.5377242565155029
693850.0	0.5397176742553711
693850.0	0.5407145023345947
693850.0	0.5427079200744629
693850.0	0.5452065467834473
693850.0	0.5462028980255127
693850.0	0.548203706741333
693850.0	0.550194501876831
693850.0	0.5521845817565918
693850.0	0.5547022819519043
693850.0	0.5571277141571045
693850.0	0.5611135959625244
693850.0	0.563615083694458
693850.0	0.5659427642822266
693850.0	0.5679450035095215
693850.0	0.569932222366333
693850.0	0.5719263553619385
693850.0	0.5744266510009766
693850.0	0.5754294395446777
693850.0	0.5778954029083252
693850.0	0.579888105392456
693850.0	0.5818815231323242
693850.0	0.5838758945465088
693850.0	0.5859980583190918
693850.0	0.587996244430542
693850.0	0.5899848937988281
693850.0	0.5929749011993408
693850.0	0.5944852828979492
693850.0	0.5964853763580322
693850.0	0.5984809398651123
693850.0	0.6004748344421387
693850.0	0.6024672985076904
693850.0	0.6049871444702148
693850.0	0.6072967052459717
693850.0	0.6082947254180908
693808.0	0.6118373870849609
693808.0	0.6128294467926025
693808.0	0.6153416633605957
693808.0	0.6175274848937988
693808.0	0.619516134262085
693808.0	0.6215143203735352
693808.0	0.6235034465789795
693801.0	0.6257188320159912
693801.0	0.6277170181274414
693801.0	0.629706859588623
693801.0	0.6316986083984375
693801.0	0.6327016353607178
693801.0	0.6352090835571289
693801.0	0.6375610828399658
693801.0	0.6405503749847412
693801.0	0.6440601348876953
693801.0	0.6470558643341064
693801.0	0.6500473022460938
693801.0	0.6520395278930664
693801.0	0.655921220779419
693801.0	0.6599135398864746
693801.0	0.6638991832733154
693801.0	0.6663191318511963
693801.0	0.6683139801025391
693801.0	0.6723005771636963
693801.0	0.6759743690490723
693801.0	0.6799595355987549
693801.0	0.6819534301757812
693801.0	0.6844580173492432
693801.0	0.685457706451416
693801.0	0.6878361701965332
693801.0	0.6898343563079834
693801.0	0.691828727722168
693801.0	0.694333553314209
693801.0	0.6963310241699219
693801.0	0.700322151184082
693801.0	0.7038156986236572
693801.0	0.7068912982940674
693801.0	0.710383415222168
693801.0	0.712383508682251
693801.0	0.7149040699005127
693801.0	0.7169065475463867
