Price_0-Day,Price_1-Day,Price_2-Day,Price_3-Day,Price_4-Day,Price_5-Day
2.2096452713012695,2.2111198902130127,2.2126381397247314,2.2120554447174072,2.2095084190368652,2.20870304107666
2.2111198902130127,2.2126381397247314,2.2120554447174072,2.2095084190368652,2.20870304107666,2.207766056060791
2.2126381397247314,2.2120554447174072,2.2095084190368652,2.20870304107666,2.207766056060791,2.2068934440612793
2.2120554447174072,2.2095084190368652,2.20870304107666,2.207766056060791,2.2068934440612793,2.2048592567443848
2.2095084190368652,2.20870304107666,2.207766056060791,2.2068934440612793,2.2048592567443848,2.2039244174957275
2.20870304107666,2.207766056060791,2.2068934440612793,2.2048592567443848,2.2039244174957275,2.205562114715576
2.207766056060791,2.2068934440612793,2.2048592567443848,2.2039244174957275,2.205562114715576,2.2055509090423584
2.2068934440612793,2.2048592567443848,2.2039244174957275,2.205562114715576,2.2055509090423584,2.2056918144226074
2.2048592567443848,2.2039244174957275,2.205562114715576,2.2055509090423584,2.2056918144226074,2.204425573348999
2.2039244174957275,2.205562114715576,2.2055509090423584,2.2056918144226074,2.204425573348999,2.204225778579712
2.205562114715576,2.2055509090423584,2.2056918144226074,2.204425573348999,2.204225778579712,2.2044641971588135
2.2055509090423584,2.2056918144226074,2.204425573348999,2.204225778579712,2.2044641971588135,2.2027318477630615
2.2056918144226074,2.204425573348999,2.204225778579712,2.2044641971588135,2.2027318477630615,2.201373815536499
2.204425573348999,2.204225778579712,2.2044641971588135,2.2027318477630615,2.201373815536499,2.199683904647827
2.204225778579712,2.2044641971588135,2.2027318477630615,2.201373815536499,2.199683904647827,2.199667453765869
2.2044641971588135,2.2027318477630615,2.201373815536499,2.199683904647827,2.199667453765869,2.2016336917877197
2.2027318477630615,2.201373815536499,2.199683904647827,2.199667453765869,2.2016336917877197,2.201439619064331
2.201373815536499,2.199683904647827,2.199667453765869,2.2016336917877197,2.201439619064331,2.2019901275634766
2.199683904647827,2.199667453765869,2.2016336917877197,2.201439619064331,2.2019901275634766,2.204976797103882
2.199667453765869,2.2016336917877197,2.201439619064331,2.2019901275634766,2.204976797103882,2.206000328063965
2.2016336917877197,2.201439619064331,2.2019901275634766,2.204976797103882,2.206000328063965,2.2072510719299316
2.201439619064331,2.2019901275634766,2.204976797103882,2.206000328063965,2.2072510719299316,2.2086238861083984
2.2019901275634766,2.204976797103882,2.206000328063965,2.2072510719299316,2.2086238861083984,2.2090976238250732
2.204976797103882,2.206000328063965,2.2072510719299316,2.2086238861083984,2.2090976238250732,2.2110257148742676
2.206000328063965,2.2072510719299316,2.2086238861083984,2.2090976238250732,2.2110257148742676,2.2189393043518066
2.2072510719299316,2.2086238861083984,2.2090976238250732,2.2110257148742676,2.2189393043518066,2.2178773880004883
2.2086238861083984,2.2090976238250732,2.2110257148742676,2.2189393043518066,2.2178773880004883,2.217395305633545
2.2090976238250732,2.2110257148742676,2.2189393043518066,2.2178773880004883,2.217395305633545,2.2168335914611816
2.2110257148742676,2.2189393043518066,2.2178773880004883,2.217395305633545,2.2168335914611816,2.2168784141540527
2.2189393043518066,2.2178773880004883,2.217395305633545,2.2168335914611816,2.2168784141540527,2.218327760696411
2.2178773880004883,2.217395305633545,2.2168335914611816,2.2168784141540527,2.218327760696411,2.2179782390594482
2.217395305633545,2.2168335914611816,2.2168784141540527,2.218327760696411,2.2179782390594482,2.2162325382232666
2.2168335914611816,2.2168784141540527,2.218327760696411,2.2179782390594482,2.2162325382232666,2.2159698009490967
2.2168784141540527,2.218327760696411,2.2179782390594482,2.2162325382232666,2.2159698009490967,2.215442419052124
2.218327760696411,2.2179782390594482,2.2162325382232666,2.2159698009490967,2.215442419052124,2.214082956314087
2.2179782390594482,2.2162325382232666,2.2159698009490967,2.215442419052124,2.214082956314087,2.2139785289764404
2.2162325382232666,2.2159698009490967,2.215442419052124,2.214082956314087,2.2139785289764404,2.213402271270752
2.2159698009490967,2.215442419052124,2.214082956314087,2.2139785289764404,2.213402271270752,2.213315963745117
2.215442419052124,2.214082956314087,2.2139785289764404,2.213402271270752,2.213315963745117,2.2144646644592285
2.214082956314087,2.2139785289764404,2.213402271270752,2.213315963745117,2.2144646644592285,2.2139370441436768
2.2139785289764404,2.213402271270752,2.213315963745117,2.2144646644592285,2.2139370441436768,2.2137577533721924
2.213402271270752,2.213315963745117,2.2144646644592285,2.2139370441436768,2.2137577533721924,2.2135331630706787
2.213315963745117,2.2144646644592285,2.2139370441436768,2.2137577533721924,2.2135331630706787,2.213407039642334
2.2144646644592285,2.2139370441436768,2.2137577533721924,2.2135331630706787,2.213407039642334,2.21280837059021
2.2139370441436768,2.2137577533721924,2.2135331630706787,2.213407039642334,2.21280837059021,2.214888095855713
2.2137577533721924,2.2135331630706787,2.213407039642334,2.21280837059021,2.214888095855713,2.21539306640625
2.2135331630706787,2.213407039642334,2.21280837059021,2.214888095855713,2.21539306640625,2.2146944999694824
2.213407039642334,2.21280837059021,2.214888095855713,2.21539306640625,2.2146944999694824,2.214418649673462
2.21280837059021,2.214888095855713,2.21539306640625,2.2146944999694824,2.214418649673462,2.2146668434143066
2.214888095855713,2.21539306640625,2.2146944999694824,2.214418649673462,2.2146668434143066,2.216080665588379
2.21539306640625,2.2146944999694824,2.214418649673462,2.2146668434143066,2.216080665588379,2.217400312423706
2.2146944999694824,2.214418649673462,2.2146668434143066,2.216080665588379,2.217400312423706,2.2177717685699463
2.214418649673462,2.2146668434143066,2.216080665588379,2.217400312423706,2.2177717685699463,2.2176096439361572
