Price_0-Day,Price_1-Day,Price_2-Day,Price_3-Day,Price_4-Day,Price_5-Day
0.6980687975883484,0.6980298161506653,0.6977546811103821,0.6976154446601868,0.696713387966156,0.6962534785270691
0.6980298161506653,0.6977546811103821,0.6976154446601868,0.696713387966156,0.6962534785270691,0.6962223052978516
0.6977546811103821,0.6976154446601868,0.696713387966156,0.6962534785270691,0.6962223052978516,0.6959691047668457
0.6976154446601868,0.696713387966156,0.6962534785270691,0.6962223052978516,0.6959691047668457,0.6951949000358582
0.696713387966156,0.6962534785270691,0.6962223052978516,0.6959691047668457,0.6951949000358582,0.6947624683380127
0.6962534785270691,0.6962223052978516,0.6959691047668457,0.6951949000358582,0.6947624683380127,0.69492506980896
0.6962223052978516,0.6959691047668457,0.6951949000358582,0.6947624683380127,0.69492506980896,0.6951042413711548
0.6959691047668457,0.6951949000358582,0.6947624683380127,0.69492506980896,0.6951042413711548,0.6953770518302917
0.6951949000358582,0.6947624683380127,0.69492506980896,0.6951042413711548,0.6953770518302917,0.6943919658660889
0.6947624683380127,0.69492506980896,0.6951042413711548,0.6953770518302917,0.6943919658660889,0.6936036944389343
0.69492506980896,0.6951042413711548,0.6953770518302917,0.6943919658660889,0.6936036944389343,0.6938017010688782
0.6951042413711548,0.6953770518302917,0.6943919658660889,0.6936036944389343,0.6938017010688782,0.6938892602920532
0.6953770518302917,0.6943919658660889,0.6936036944389343,0.6938017010688782,0.6938892602920532,0.6933208107948303
0.6943919658660889,0.6936036944389343,0.6938017010688782,0.6938892602920532,0.6933208107948303,0.6928508877754211
0.6936036944389343,0.6938017010688782,0.6938892602920532,0.6933208107948303,0.6928508877754211,0.6932573914527893
0.6938017010688782,0.6938892602920532,0.6933208107948303,0.6928508877754211,0.6932573914527893,0.6939671635627747
0.6938892602920532,0.6933208107948303,0.6928508877754211,0.6932573914527893,0.6939671635627747,0.6940975785255432
0.6933208107948303,0.6928508877754211,0.6932573914527893,0.6939671635627747,0.6940975785255432,0.6936521530151367
0.6928508877754211,0.6932573914527893,0.6939671635627747,0.6940975785255432,0.6936521530151367,0.6941171884536743
0.6932573914527893,0.6939671635627747,0.6940975785255432,0.6936521530151367,0.6941171884536743,0.694220781326294
0.6939671635627747,0.6940975785255432,0.6936521530151367,0.6941171884536743,0.694220781326294,0.6949195861816406
0.6940975785255432,0.6936521530151367,0.6941171884536743,0.694220781326294,0.6949195861816406,0.6957672834396362
0.6936521530151367,0.6941171884536743,0.694220781326294,0.6949195861816406,0.6957672834396362,0.6963344812393188
0.6941171884536743,0.694220781326294,0.6949195861816406,0.6957672834396362,0.6963344812393188,0.6967735290527344
0.694220781326294,0.6949195861816406,0.6957672834396362,0.6963344812393188,0.6967735290527344,0.6984179019927979
0.6949195861816406,0.6957672834396362,0.6963344812393188,0.6967735290527344,0.6984179019927979,0.6980607509613037
0.6957672834396362,0.6963344812393188,0.6967735290527344,0.6984179019927979,0.6980607509613037,0.6976526975631714
0.6963344812393188,0.6967735290527344,0.6984179019927979,0.6980607509613037,0.6976526975631714,0.6970360279083252
0.6967735290527344,0.6984179019927979,0.6980607509613037,0.6976526975631714,0.6970360279083252,0.6974934339523315
0.6984179019927979,0.6980607509613037,0.6976526975631714,0.6970360279083252,0.6974934339523315,0.6977446675300598
0.6980607509613037,0.6976526975631714,0.6970360279083252,0.6974934339523315,0.6977446675300598,0.6985963582992554
0.6976526975631714,0.6970360279083252,0.6974934339523315,0.6977446675300598,0.6985963582992554,0.6987631916999817
0.6970360279083252,0.6974934339523315,0.6977446675300598,0.6985963582992554,0.6987631916999817,0.699319064617157
0.6974934339523315,0.6977446675300598,0.6985963582992554,0.6987631916999817,0.699319064617157,0.6986862421035767
0.6977446675300598,0.6985963582992554,0.6987631916999817,0.699319064617157,0.6986862421035767,0.6980311870574951
0.6985963582992554,0.6987631916999817,0.699319064617157,0.6986862421035767,0.6980311870574951,0.6978285908699036
0.6987631916999817,0.699319064617157,0.6986862421035767,0.6980311870574951,0.6978285908699036,0.6974084377288818
0.699319064617157,0.6986862421035767,0.6980311870574951,0.6978285908699036,0.6974084377288818,0.6970293521881104
0.6986862421035767,0.6980311870574951,0.6978285908699036,0.6974084377288818,0.6970293521881104,0.6978535652160645
0.6980311870574951,0.6978285908699036,0.6974084377288818,0.6970293521881104,0.6978535652160645,0.698772132396698
0.6978285908699036,0.6974084377288818,0.6970293521881104,0.6978535652160645,0.698772132396698,0.698564887046814
0.6974084377288818,0.6970293521881104,0.6978535652160645,0.698772132396698,0.698564887046814,0.6983022093772888
0.6970293521881104,0.6978535652160645,0.698772132396698,0.698564887046814,0.6983022093772888,0.6983214616775513
0.6978535652160645,0.698772132396698,0.698564887046814,0.6983022093772888,0.6983214616775513,0.6980497241020203
0.698772132396698,0.698564887046814,0.6983022093772888,0.6983214616775513,0.6980497241020203,0.6986568570137024
0.698564887046814,0.6983022093772888,0.6983214616775513,0.6980497241020203,0.6986568570137024,0.6986616849899292
0.6983022093772888,0.6983214616775513,0.6980497241020203,0.6986568570137024,0.6986616849899292,0.6985601186752319
0.6983214616775513,0.6980497241020203,0.6986568570137024,0.6986616849899292,0.6985601186752319,0.6989190578460693
0.6980497241020203,0.6986568570137024,0.6986616849899292,0.6985601186752319,0.6989190578460693,0.6997383236885071
0.6986568570137024,0.6986616849899292,0.6985601186752319,0.6989190578460693,0.6997383236885071,0.7002103328704834
0.6986616849899292,0.6985601186752319,0.6989190578460693,0.6997383236885071,0.7002103328704834,0.7012883424758911
0.6985601186752319,0.6989190578460693,0.6997383236885071,0.7002103328704834,0.7012883424758911,0.7016675472259521
0.6989190578460693,0.6997383236885071,0.7002103328704834,0.7012883424758911,0.7016675472259521,0.7018776535987854
0.6997383236885071,0.7002103328704834,0.7012883424758911,0.7016675472259521,0.7018776535987854,0.7015336751937866
0.7002103328704834,0.7012883424758911,0.7016675472259521,0.7018776535987854,0.7015336751937866,0.7018207907676697
0.7012883424758911,0.7016675472259521,0.7018776535987854,0.7015336751937866,0.7018207907676697,0.701397716999054
0.7016675472259521,0.7018776535987854,0.7015336751937866,0.7018207907676697,0.701397716999054,0.7000872492790222
0.7018776535987854,0.7015336751937866,0.7018207907676697,0.701397716999054,0.7000872492790222,0.7002350687980652
0.7015336751937866,0.7018207907676697,0.701397716999054,0.7000872492790222,0.7002350687980652,0.7007956504821777
0.7018207907676697,0.701397716999054,0.7000872492790222,0.7002350687980652,0.7007956504821777,0.7002155780792236
0.701397716999054,0.7000872492790222,0.7002350687980652,0.7007956504821777,0.7002155780792236,0.6996675729751587
